0 -1    42.5753
0 -1    42.6683
0 -1    42.9703
0 0    42.5436
0 -1    42.7401
0 -1    41.1543
0 -1    43.0444
0 -1    41.4475
0 -1    42.6753
0 -1    41.6403
0 0     42.114
0 0    42.6456
0 0    41.6413
0 0    42.4845
0 -1    42.7976
0 -1    42.3295
0 -1    41.1333
0 0    42.9834
0 -1    40.9091
0 -1    41.7307
0 0    42.1494
0 0    42.4726
0 0    42.6755
0 0    42.7783
0 0    43.0039
0 0    42.5069
0 -1    41.0588
0 0    42.8062
0 0    42.4803
0 -1    41.2242
0 -1    42.4753
0 0    41.9927
0 0    42.0891
0 0    42.0487
0 -1    42.7233
0 0    42.2353
0 0    42.9122
0 -1    41.8998
0 0    43.2725
0 0    42.6989
0 0    41.9512
0 0    42.6932
0 0    42.6903
0 0    41.8285
0 0    42.2986
0 0    42.9827
0 0     42.105
0 0     42.786
0 0    42.7466
0 0    42.3362
0 0     42.645
0 0    42.6564
0 0    42.9701
0 -1    41.8366
0 0    41.9271
0 -1    41.1486
0 0    42.2884
0 -1    41.0766
0 -1    42.0383
0 0    42.4499
0 0    42.0523
0 -1    41.5837
0 0    41.5204
0 0    42.4333
0 0    42.7537
0 -1    42.4781
0 -1    41.1804
0 -1    42.3201
0 0    43.0068
0 -1    42.5115
0 0    42.6731
0 0    40.9927
0 0    42.4385
0 0     42.641
0 0    43.1198
0 0    42.9808
0 0    43.0943
0 0    42.6456
0 0    41.7176
0 0    42.7975
0 -1    41.9477
0 0    42.3819
0 -1    41.6896
0 -1    39.9366
0 -1    41.2893
0 0    42.0383
0 0    42.4096
0 -1    42.0388
0 0    42.5655
0 0    42.9436
0 -1     41.011
0 0    42.2114
0 0    43.1307
0 -1    41.2428
0 0    42.9032
0 0    42.0473
0 0    42.7888
0 0    42.6795
0 -1    41.3837
0 0    42.3763
0 0    42.7525
0 0    43.0596
0 0    42.5853
0 0    42.5575
0 0    42.5252
0 0    41.3004
0 0    42.2577
0 0     42.464
0 0    41.3669
0 0    41.4961
0 0    42.1084
0 0     42.969
0 0    42.2921
0 -1    41.8542
0 0    42.2634
0 0    42.4723
0 0    42.4933
0 0    41.7702
0 0    43.3641
0 0    42.9676
0 0    42.9767
0 0    43.2606
0 -1    41.1012
0 0    43.1786
0 0    41.9835
0 -1    42.0452
0 0    42.5018
0 0    41.9294
0 -1    41.3938
0 -1    41.5136
1 -1    42.0032
1 0    42.7687
1 0    42.0295
1 0    42.6047
1 -1    40.8714
1 -1    41.5593
1 -1    42.6457
1 0    43.1604
1 -1    42.6167
1 -1    42.4221
1 0    42.3733
1 0     42.671
1 -1     42.605
1 -1    42.4211
1 -1    41.1777
1 0    42.0917
1 0    42.0587
1 0    42.2093
1 0    42.3764
1 0    42.3848
1 0    41.7506
1 0    42.7295
1 0    42.7668
1 -1    41.0745
1 0    42.4756
1 0    42.4368
1 -1    40.9668
1 0    41.3993
1 0    42.4684
1 0    42.3549
1 0    42.7761
1 0    42.9614
1 0    43.2212
1 0    42.7572
1 -1    40.4732
1 0    42.8958
1 0    42.5018
1 0    41.5929
1 -1    41.8909
1 -1    41.7718
1 0    42.7808
1 0    42.8271
1 0    42.8728
1 0    42.6345
1 0    42.9756
1 0    42.6943
1 -1    41.6828
1 0      42.32
1 0    42.2991
1 0    42.4226
1 0    42.6173
1 0    42.3501
1 0    41.8278
1 0    42.1641
1 0    42.4047
1 -1    41.0817
1 -1    41.1028
1 0    42.6039
1 0    42.8911
1 0    42.6334
1 0    42.3061
1 0    42.4097
1 0    42.1609
1 0    43.0525
1 -1    42.3086
1 0    42.4398
1 0    42.3435
1 0    42.7349
1 0    42.8523
1 -1    41.2455
1 0    42.1027
1 0    42.3077
1 0    40.8348
1 0    42.2192
1 0    42.6886
1 0    42.4136
1 0    42.9836
1 0    42.1312
1 0    42.5699
1 0    42.3292
1 0    42.5455
1 0    43.0713
1 0     41.717
1 0    41.8801
1 0    42.2432
1 0    42.0406
1 -1    41.8581
1 0    42.7253
1 -1    41.3501
1 0    41.0471
1 0    42.2675
1 -1    42.1975
1 0    43.1546
1 0    42.0067
1 0    42.0769
1 0    42.2931
1 0    42.4555
1 0    43.1258
1 0     42.072
1 0    42.3453
1 0    42.5566
1 0    42.5827
1 0    41.4769
1 0    42.2043
1 0    41.9838
1 0    42.4765
1 0    42.9755
1 0    41.7465
1 0    42.8071
1 0    42.6696
1 0     42.507
1 -1     41.186
1 0    40.6529
1 0    42.3462
1 0    41.7454
1 0    42.8303
1 0    43.0696
1 0    42.3013
1 0    42.8646
1 0    43.0958
1 0    42.6116
1 0    43.4587
1 0    42.3645
1 0    42.6123
1 0    42.4665
1 0    42.8844
1 0    42.6287
1 0    42.7969
1 0    42.1123
1 0    43.3459
1 -1    41.9864
1 0    42.4879
1 0    42.5065
1 0     42.832
1 0    42.5996
1 0    42.8341
1 0    42.8411
1 0    42.1651
1 0    42.8799
