0 0    42.5084
0 0      42.93
0 -1    43.3535
0 0    43.0426
0 0    41.7749
0 -1    41.4662
0 -1    42.9186
0 0    42.3515
0 0    42.5333
0 0    42.9078
0 0    42.6111
0 0    43.1654
0 0    42.1852
0 0     42.936
0 -1    41.5119
0 -1    42.0932
0 -1    41.4564
0 0    43.5363
0 -1    41.0941
0 0    42.9862
0 0    42.7293
0 0    42.9917
0 0    43.0147
0 0    43.0056
0 0    43.2839
0 0    42.9925
0 -1    41.5744
0 0    43.2547
0 0    42.8326
0 0    41.9037
0 -1     42.053
0 0    42.4487
0 0    42.5033
0 0    42.5109
0 0    43.0595
0 0    42.6618
0 0    43.3834
0 0    42.5205
0 0    43.7585
0 0    43.2467
0 0    42.5088
0 0    43.1633
0 0    43.1864
0 0    42.3245
0 0    42.8042
0 0    43.4452
0 0    42.6685
0 0    43.2899
0 0    43.2311
0 0    42.7642
0 0    43.0982
0 0    43.1563
0 0    43.5316
0 0     42.726
0 0    42.5318
0 0    42.2597
0 0    42.8261
0 -1    41.5257
0 0     42.806
0 0     42.904
0 0    42.5625
0 0    42.5352
0 0    41.9982
0 0    42.8714
0 0    43.2525
0 -1    41.6821
0 -1    41.7098
0 0    42.9128
0 0    43.5003
0 -1    43.0859
0 0    43.0606
0 0    41.5737
0 0    42.7884
0 0    43.0888
0 0    43.6119
0 0    43.4615
0 0    43.5253
0 0    42.9828
0 0    42.2046
0 0    43.3035
0 0    42.1723
0 0    42.9429
0 0    42.0774
0 0    42.0935
0 0     41.879
0 0    42.6022
0 0    42.9947
0 0    41.9747
0 0    43.1123
0 0    43.4502
0 0     42.772
0 0    42.7701
0 0    43.6248
0 0    42.4618
0 0    43.3903
0 0    42.6069
0 0    43.2468
0 0    43.1871
0 0    42.3523
0 0     42.905
0 0    43.3058
0 0     43.512
0 0    43.1102
0 0    43.0068
0 0    43.0484
0 0    41.9218
0 0    42.7862
0 0     42.961
0 0    41.8714
0 0    42.0035
0 0    42.5725
0 0    43.4935
0 0    42.8049
0 0    42.2842
0 0    42.8111
0 0    42.9531
0 0     42.969
0 0    42.2964
0 0    43.9127
0 0    43.4785
0 0    43.4521
0 0    43.6977
0 -1    41.4817
0 0    43.2211
0 0    42.3332
0 -1    41.4368
0 0    42.9876
0 0     42.431
0 0    42.0952
0 -1    41.8519
1 0    42.2333
1 0    43.2369
1 0    42.5678
1 0    43.0483
1 0    42.5706
1 -1    41.8572
1 0     42.659
1 0    43.6889
1 0    42.2128
1 -1    41.9576
1 0    42.9292
1 0     43.185
1 0    42.3445
1 -1    42.6821
1 0    42.5014
1 0     42.639
1 0    42.5435
1 0    42.7427
1 0    42.6559
1 0    42.8499
1 0    42.2276
1 0    43.2618
1 0    43.3149
1 -1    41.5887
1 0    42.8412
1 0    42.9198
1 0    42.5486
1 0    41.8779
1 0    42.9259
1 0    42.8858
1 0    43.2586
1 0    43.4281
1 0    43.4377
1 0    43.6941
1 0    43.2702
1 -1    41.9703
1 0    43.3751
1 0    42.9511
1 0     42.019
1 0    41.5005
1 0    42.8798
1 0    43.2752
1 0    43.2877
1 0    43.3973
1 0    43.1023
1 0    43.4877
1 0    43.2004
1 -1    42.1412
1 0    42.8695
1 0    42.7813
1 0    42.9785
1 0    43.0667
1 0    42.9115
1 0    42.3131
1 0    42.6832
1 0    42.8826
1 0    42.5685
1 0    43.1502
1 0    43.1318
1 0    43.4438
1 0    43.1507
1 0    42.7143
1 0    42.9638
1 0    42.6479
1 0    43.5156
1 0    42.0452
1 0    42.9066
1 0    42.8498
1 0    43.2185
1 0    43.3322
1 -1     41.719
1 0    42.5438
1 0    42.8637
1 0    41.3909
1 0    42.7072
1 0    43.3058
1 0    42.9687
1 0    43.4721
1 0    42.7061
1 0    43.0774
1 0     42.812
1 0    42.9759
1 0      43.59
1 0    42.2502
1 0    42.3962
1 0    42.7407
1 0    42.5928
1 0    42.1549
1 0    43.1512
1 -1    41.9367
1 0    41.4804
1 0    42.7666
1 0    42.4349
1 0    43.6653
1 0    42.5471
1 0    42.5778
1 0    42.8178
1 0    42.9632
1 0    43.6482
1 0    42.5494
1 0    42.8987
1 0    43.0791
1 0    43.0101
1 0    41.9995
1 0    42.7469
1 0    42.5047
1 0    43.0025
1 0    43.4379
1 0    42.1863
1 0    42.9479
1 0    43.3031
1 0    43.1767
1 0     43.002
1 0    42.7565
1 0    41.1075
1 0     42.837
1 0    42.2674
1 0    43.3636
1 0    43.5806
1 0    42.7986
1 0    43.3556
1 0    43.6391
1 0    43.1639
1 0    44.0053
1 0    42.8666
1 0    43.1346
1 0    42.9977
1 0     43.394
1 0    43.1762
1 0    43.3724
1 0    42.6281
1 0    43.4188
1 -1    42.1961
1 0    43.0073
1 0    43.0107
1 0    43.3319
1 0    43.0368
1 0    43.3017
1 0    43.3076
1 0    42.6291
1 0    43.4637
