           ******* TWO SAMPLE TEST ******
    
        TITLE : L500 Seyferts                                                                   
    
        DATA SET : two_sampl
        VARIABLE : L500     
        TESTED GROUPS ARE Sy1       AND Sy2      
     
      # OF DATA POINTS : 261, # OF UPPER LIMITS : 138
      # OF DATA POINTS IN GROUP I  : 125
      # OF DATA POINTS IN GROUP II : 136
     
 DISTINCT FAILURES         R(I)            M(I)        M(I)/R(I)         H(I)
              42.350          0.000
              42.348         -0.112
              42.345          0.000
              42.323          0.759
              42.305         -0.125
              42.295          0.000
              42.284          0.600
              42.260          0.725
              42.251          0.716
              42.245          0.707
              42.235          0.698
              42.225          0.689
              42.210          0.680
              42.203          0.507
              42.181          0.493
              42.179          0.653
              42.178          0.644
              42.171          0.000
              42.143         -0.187
              42.119          0.616
              42.116          0.410
              42.107          0.000
              42.099          0.000
              42.068          0.000
              42.067          0.568
              42.066          0.000
              42.062          0.549
              42.035          0.539
              42.034          0.530
              42.033          0.000
              42.015          0.000
              42.014          0.500
              42.014          0.000
              42.005          0.480
              41.992          0.470
              41.980          0.460
              41.978          0.450
              41.969          0.160
              41.936          0.430
              41.928          0.000
              41.915         -0.295
              41.912          0.000
              41.910         -0.529
              41.898          0.378
              41.889          0.367
              41.885          0.000
              41.880         -0.327
              41.871          0.335
              41.865          0.324
              41.864          0.000
              41.849          0.000
              41.848         -0.062
              41.826          0.281
              41.822          0.270
              41.818         -0.112
              41.787          0.248
              41.778          0.237
              41.764          0.225
              41.757          0.000
              41.751          0.203
              41.748         -0.404
              41.734          0.181
              41.713         -0.246
              41.693          0.158
              41.680         -0.708
              41.663          0.134
              41.661         -0.317
              41.649          0.110
              41.645          0.098
              41.632          0.000
              41.623         -0.389
              41.599          0.000
              41.592          0.049
              41.591          0.037
              41.591          0.024
              41.586         -0.482
              41.553         -0.502
              41.519         -0.015
              41.517         -1.029
              41.464         -0.043
              41.458         -0.000
              41.443         -0.536
              41.422         -0.087
              41.405         -0.000
              41.403         -0.675
              41.388         -0.698
              41.350         -1.148
              41.337         -0.166
              41.328         -0.777
              41.272         -3.212
              41.146         -0.839
              41.101         -0.000
              41.099         -0.275
              41.060         -1.598
              40.907         -0.331
              40.897         -1.363
              40.733         -6.336
          TEST STATISTIC        =       1.196
          PROBABILITY           =       0.2316

    
    
        KAPLAN-MEIER ESTIMATOR
    
    
        DATA FILE : two_sampl
    
        VARIABLE : Sy1      
    
    
        # OF DATA POINTS : 125 # OF UPPER LIMITS :  79
    
    
          VARIABLE RANGE      KM ESTIMATOR   ERROR
FROM    0.000   TO   39.975       1.000
FROM   39.975   TO   40.733       0.692       0.105
       40.617 C 
       40.722 C 
FROM   40.733   TO   40.897       0.589       0.075
       40.737 C 
       40.752 C 
       40.829 C 
       40.867 C 
FROM   40.897   TO   41.101       0.538       0.064
       40.927 C 
       40.967 C 
       41.008 C 
       41.032 C 
       41.034 C 
FROM   41.101   TO   41.350       0.505       0.060
       41.133 C 
       41.169 C 
       41.222 C 
       41.283 C 
       41.345 C 
       41.349 C 
       41.349 C 
FROM   41.350   TO   41.405       0.482       0.058
       41.361 C 
       41.374 C 
       41.393 C 
       41.399 C 
FROM   41.405   TO   41.443       0.463       0.057
FROM   41.443   TO   41.458       0.444       0.056
FROM   41.458   TO   41.517       0.425       0.055
       41.468 C 
       41.494 C 
FROM   41.517   TO   41.599       0.407       0.053
       41.554 C 
       41.557 C 
       41.563 C 
       41.567 C 
       41.584 C 
       41.585 C 
       41.594 C 
FROM   41.599   TO   41.632       0.392       0.053
FROM   41.632   TO   41.748       0.377       0.052
       41.707 C 
       41.729 C 
       41.737 C 
FROM   41.748   TO   41.757       0.363       0.051
FROM   41.757   TO   41.849       0.350       0.050
       41.818 C 
FROM   41.849   TO   41.864       0.336       0.049
FROM   41.864   TO   41.880       0.322       0.048
       41.872 C 
       41.876 C 
FROM   41.880   TO   41.885       0.309       0.048
FROM   41.885   TO   41.912       0.296       0.047
FROM   41.912   TO   41.915       0.283       0.046
FROM   41.915   TO   41.928       0.270       0.045
       41.923 C 
FROM   41.928   TO   42.014       0.258       0.044
       41.979 C 
       41.984 C 
       42.011 C 
FROM   42.014   TO   42.015       0.245       0.043
       42.014 C 
FROM   42.015   TO   42.033       0.233       0.042
       42.017 C 
       42.021 C 
       42.027 C 
FROM   42.033   TO   42.066       0.222       0.041
       42.049 C 
FROM   42.066   TO   42.068       0.211       0.040
FROM   42.068   TO   42.099       0.199       0.038
       42.075 C 
       42.086 C 
       42.088 C 
FROM   42.099   TO   42.107       0.189       0.037
FROM   42.107   TO   42.143       0.178       0.036
       42.121 C 
FROM   42.143   TO   42.171       0.167       0.035
FROM   42.171   TO   42.295       0.156       0.034
       42.171 C 
       42.178 C 
       42.179 C 
       42.198 C 
       42.217 C 
       42.224 C 
       42.240 C 
       42.252 C 
       42.275 C 
       42.292 C 
FROM   42.295   TO   42.305       0.147       0.033
FROM   42.305   TO   42.345       0.137       0.032
       42.306 C 
       42.310 C 
       42.330 C 
       42.333 C 
       42.339 C 
FROM   42.345   TO   42.348       0.128       0.031
FROM   42.348   TO   42.350       0.119       0.030
FROM   42.350   TO   42.369       0.111       0.029
FROM   42.369   TO   42.392       0.102       0.028
       42.370 C 
FROM   42.392   TO   42.410       0.093       0.027
       42.398 C 
FROM   42.410   TO   42.423       0.084       0.025
       42.421 C 
FROM   42.423   TO   42.454       0.075       0.024
       42.448 C 
FROM   42.454   TO   42.494       0.066       0.023
       42.461 C 
       42.461 C 
FROM   42.494   TO   42.510       0.058       0.021
       42.497 C 
FROM   42.510   TO   42.512       0.050       0.020
FROM   42.512   TO   42.559       0.041       0.018
FROM   42.559   TO   42.646       0.033       0.016
       42.569 C 
       42.630 C 
FROM   42.646   TO   42.683       0.024       0.014
FROM   42.683   TO   42.821       0.016       0.011
       42.701 C 
       42.761 C 
FROM   42.821   TO   43.122       0.008       0.008
       42.956 C 
FROM   43.122   ONWARDS           0.000       0.000
       43.550 C 
          WARNING:  THE FIRST POINT WAS CHANGED TO A DETECTION
                    FOR THE K-M COMPUTATION
    
        PERCENTILES    
         75 TH     50 TH     25 TH
         32.440    41.155    41.981
    
        MEAN=    41.161 +/- 0.127   LIMITED TO     39.975

          SINCE A CENSORED POINT WAS CHANGED TO A DETECTION,
          THE MEAN ESTIMATE IS BIASED.
 
    
    
        KAPLAN-MEIER ESTIMATOR
    
    
        DATA FILE : two_sampl
    
        VARIABLE : Sy2      
    
    
        # OF DATA POINTS : 136 # OF UPPER LIMITS :  59
    
    
          VARIABLE RANGE      KM ESTIMATOR   ERROR
FROM    0.000   TO   40.029       1.000
FROM   40.029   TO   40.907       0.750       0.051
       40.257 C 
       40.525 C 
       40.554 C 
       40.599 C 
       40.610 C 
       40.623 C 
       40.694 C 
       40.712 C 
       40.823 C 
       40.826 C 
FROM   40.907   TO   41.060       0.727       0.050
       40.907 C 
       41.009 C 
FROM   41.060   TO   41.099       0.707       0.050
FROM   41.099   TO   41.146       0.688       0.049
       41.118 C 
FROM   41.146   TO   41.272       0.669       0.048
       41.160 C 
       41.171 C 
       41.216 C 
       41.247 C 
       41.249 C 
FROM   41.272   TO   41.328       0.655       0.048
       41.302 C 
FROM   41.328   TO   41.337       0.641       0.048
FROM   41.337   TO   41.388       0.627       0.048
       41.345 C 
       41.346 C 
       41.361 C 
FROM   41.388   TO   41.403       0.615       0.048
       41.401 C 
FROM   41.403   TO   41.422       0.603       0.048
FROM   41.422   TO   41.464       0.591       0.048
       41.429 C 
FROM   41.464   TO   41.519       0.579       0.048
       41.477 C 
       41.502 C 
FROM   41.519   TO   41.553       0.568       0.048
       41.543 C 
FROM   41.553   TO   41.586       0.557       0.048
       41.578 C 
FROM   41.586   TO   41.591       0.547       0.048
FROM   41.591   TO   41.591       0.536       0.048
FROM   41.591   TO   41.592       0.526       0.048
FROM   41.592   TO   41.623       0.515       0.047
       41.600 C 
FROM   41.623   TO   41.645       0.505       0.047
FROM   41.645   TO   41.649       0.495       0.047
FROM   41.649   TO   41.661       0.484       0.047
       41.657 C 
FROM   41.661   TO   41.663       0.474       0.047
FROM   41.663   TO   41.680       0.464       0.047
       41.676 C 
       41.680 C 
FROM   41.680   TO   41.693       0.454       0.046
FROM   41.693   TO   41.713       0.445       0.046
       41.707 C 
FROM   41.713   TO   41.734       0.435       0.046
FROM   41.734   TO   41.751       0.425       0.046
       41.748 C 
FROM   41.751   TO   41.764       0.416       0.046
FROM   41.764   TO   41.778       0.407       0.045
FROM   41.778   TO   41.787       0.397       0.045
FROM   41.787   TO   41.818       0.388       0.045
       41.792 C 
FROM   41.818   TO   41.822       0.378       0.044
FROM   41.822   TO   41.826       0.369       0.044
FROM   41.826   TO   41.848       0.360       0.044
       41.840 C 
FROM   41.848   TO   41.865       0.351       0.043
FROM   41.865   TO   41.871       0.342       0.043
FROM   41.871   TO   41.889       0.332       0.043
       41.876 C 
FROM   41.889   TO   41.898       0.323       0.042
FROM   41.898   TO   41.910       0.314       0.042
       41.899 C 
       41.900 C 
       41.902 C 
FROM   41.910   TO   41.936       0.306       0.042
       41.914 C 
FROM   41.936   TO   41.969       0.297       0.041
       41.936 C 
FROM   41.969   TO   41.978       0.289       0.041
FROM   41.978   TO   41.980       0.280       0.040
FROM   41.980   TO   41.992       0.272       0.040
FROM   41.992   TO   42.005       0.263       0.040
FROM   42.005   TO   42.014       0.255       0.039
FROM   42.014   TO   42.034       0.246       0.039
FROM   42.034   TO   42.035       0.238       0.038
FROM   42.035   TO   42.062       0.229       0.038
FROM   42.062   TO   42.067       0.221       0.037
FROM   42.067   TO   42.116       0.213       0.036
       42.110 C 
FROM   42.116   TO   42.119       0.204       0.036
FROM   42.119   TO   42.178       0.196       0.035
       42.129 C 
FROM   42.178   TO   42.179       0.187       0.035
FROM   42.179   TO   42.181       0.179       0.034
       42.180 C 
FROM   42.181   TO   42.203       0.171       0.033
       42.191 C 
FROM   42.203   TO   42.210       0.163       0.033
FROM   42.210   TO   42.225       0.155       0.032
FROM   42.225   TO   42.235       0.147       0.031
FROM   42.235   TO   42.245       0.138       0.030
FROM   42.245   TO   42.251       0.130       0.030
FROM   42.251   TO   42.260       0.122       0.029
FROM   42.260   TO   42.284       0.114       0.028
       42.264 C 
FROM   42.284   TO   42.323       0.106       0.027
       42.304 C 
FROM   42.323   TO   42.374       0.098       0.026
       42.345 C 
       42.358 C 
FROM   42.374   TO   42.401       0.090       0.025
       42.375 C 
       42.386 C 
FROM   42.401   TO   42.406       0.082       0.024
FROM   42.406   TO   42.452       0.075       0.023
       42.406 C 
       42.428 C 
FROM   42.452   TO   42.463       0.067       0.022
FROM   42.463   TO   42.508       0.060       0.020
       42.496 C 
FROM   42.508   TO   42.510       0.052       0.019
FROM   42.510   TO   42.519       0.045       0.018
FROM   42.519   TO   42.550       0.037       0.016
       42.538 C 
FROM   42.550   TO   42.588       0.030       0.015
FROM   42.588   TO   42.613       0.022       0.013
       42.592 C 
FROM   42.613   TO   42.814       0.015       0.010
       42.664 C 
FROM   42.814   TO   43.264       0.007       0.007
FROM   43.264   ONWARDS           0.000       0.000
          WARNING:  THE FIRST POINT WAS CHANGED TO A DETECTION
                    FOR THE K-M COMPUTATION
    
        PERCENTILES    
         75 TH     50 TH     25 TH
         39.958    41.633    42.010
    
        MEAN=    41.377 +/- 0.088   LIMITED TO     40.029

          SINCE A CENSORED POINT WAS CHANGED TO A DETECTION,
          THE MEAN ESTIMATE IS BIASED.
 
