-1    42.4477
-1     42.014
-1     42.339
-1    42.2854
0    42.1784
0    41.6225
-1    42.4284
-1    41.3744
-1    41.9504
-1    42.6017
-1    42.3583
-1    42.3861
0     42.588
-1     42.275
-1    42.1788
-1    42.5378
-1    42.5693
-1     42.345
-1    42.2399
0    41.7781
-1    41.9713
0    42.0354
0    42.0147
-1    41.5941
-1    42.3409
-1    41.0337
-1     41.984
-1    42.3629
-1    42.2757
0    42.3916
-1    42.1906
-1    42.2575
-1    42.3298
0    41.4576
-1    41.9793
-1    42.0877
-1    41.9019
0    42.6456
-1     41.936
0    42.8211
0    42.0994
-1    41.8759
-1    42.1978
-1    42.2506
-1    41.7206
-1    41.9661
-1    41.5838
0    41.6449
-1    41.9137
-1    41.4942
-1    41.9432
-1    42.0921
-1    41.7475
-1    42.1097
0    42.2348
-1    41.8986
-1    41.9249
-1    41.7288
0    42.2954
0    41.8653
-1     41.872
-1    42.0448
-1    41.3017
-1     42.319
-1    41.7918
0    42.1157
-1    42.4612
0    42.3741
0    42.6128
-1    42.2515
-1    42.7008
0    42.0055
-1    42.5917
0    42.3233
0    42.0662
0    41.3497
-1    42.0799
0    41.0602
0    42.0137
-1    41.5785
-1    42.0563
0    42.1192
-1    41.7053
-1    42.0863
-1    41.3493
-1    42.2136
0    41.7475
-1    42.3112
-1      42.37
-1    42.2097
-1    41.5634
0    42.4009
-1     42.336
-1    41.8401
0    41.6925
-1    42.2166
-1    42.2916
0    41.8258
-1    41.8184
-1    42.2945
-1    42.0754
0    42.0667
0    41.7643
0    41.2715
0    42.3477
-1    42.3103
-1    41.5996
0    41.7869
-1    42.1802
-1    42.3365
-1    42.0267
0    41.9777
-1    42.1211
-1    42.0167
-1    42.5583
-1     41.945
-1    42.2248
-1    42.2191
-1    41.7657
0    42.1068
0    42.1708
-1    42.3328
-1    42.2644
-1      42.15
-1    41.8997
0    41.5911
0    42.5104
-1    41.3454
-1    41.3926
0    41.8714
-1    41.6485
0    42.1811
0    42.2097
-1    41.6567
-1    41.6394
-1     42.171
0    42.4936
-1    42.6303
-1    42.3154
0    41.6613
-1     40.976
-1     40.867
-1    42.0577
-1    42.0805
-1    41.8758
-1    42.4958
0    41.9151
0    42.1426
0    42.4544
0    41.7966
0    41.5855
0    41.9099
-1    41.6763
0    42.3688
-1    42.0036
0    42.5085
0    42.5586
-1    42.3065
-1    41.2749
-1    41.6294
-1    42.1772
0    41.3285
0    41.7132
-1    41.7727
-1    41.9226
0     41.464
-1    41.8542
-1    41.1691
0    41.4048
-1    42.1177
-1    41.7066
0    41.8643
0    42.3497
-1    42.0034
-1    41.5151
0    42.5095
-1    42.2457
-1    42.0085
-1    42.1076
0    42.3052
0    41.4428
0    42.0676
0    42.0329
-1    42.0106
0    41.7573
-1    42.3613
0    42.5122
-1    40.6143
0    41.5917
-1    41.6486
0    42.5501
0    41.3373
-1    41.9296
0    41.3882
-1    42.0625
0      41.68
0     41.848
0    42.5192
0    41.5192
0    41.8853
0    41.6493
0    41.9356
0    42.0344
-1    40.9666
0    41.4313
0     41.632
0     41.849
0    41.7051
0    40.9071
0    40.7333
0    41.5906
0    40.8965
0    41.5165
0     41.403
0    41.8985
0    42.3446
0    41.5995
0    42.4056
0    41.1459
0    42.2028
0    42.6689
0    42.0138
0    42.0622
-1    41.8225
-1    41.5807
-1    40.1321
0    41.7336
0    41.0985
-1    41.5529
0    42.2249
0    42.4628
0    41.6626
0    42.2603
0    42.4524
0    41.9693
0    42.8144
0    41.7507
0    41.9918
0     41.928
0    41.8795
0    41.8218
0    41.1012
0     41.234
0     42.284
0    41.9805
0    42.4234
0    42.1786
0    41.4221
0    42.4103
0    42.6834
-1    42.4475
0    43.1224
0    43.2635
-1    42.4966
-1    42.0314
-1    42.3398
0    41.8183
0    41.9118
-1    41.3057
0     41.889
-1    42.0993
-1    42.3053
0    42.2508
0    41.5527
-1      42.16
0    42.2452
-1    41.4351
