-1    42.5753
-1    42.6683
-1    42.9703
-1    42.3953
0    42.7687
0    42.5436
0    42.0295
0    42.6047
-1    41.6403
-1    42.5247
-1    42.8672
-1    42.6167
-1    42.4221
0    43.1604
-1    42.5534
-1    42.2159
-1     42.605
-1    42.7976
-1    42.4211
-1    42.3295
0    42.3733
0     42.114
0     42.671
0    42.6456
0    41.6413
0    42.4845
-1    41.4016
-1    41.9138
-1    42.5384
-1    42.4227
0    42.9834
-1    42.2319
-1    42.5179
-1    42.5623
0    42.1494
0    42.4726
0    42.6755
-1    42.0978
0    42.7783
0    42.0917
0    43.0039
0    42.5069
-1    42.1969
0    42.8062
0    42.4803
0    42.0587
-1    41.9778
-1    41.6625
0    42.2093
0    42.3764
0    41.9927
0    42.0891
0    42.3848
0    41.7506
0    42.7295
0    42.7668
-1      42.27
0    42.4756
0    42.0487
-1    42.8102
0    42.4368
0    42.2353
-1    42.2276
0    41.3993
0    42.4684
0    42.3549
0    42.7761
0    42.9122
0    42.9614
0    43.2212
-1    42.1561
0    43.2725
0    42.7572
-1    43.1916
0    42.8958
0    42.6989
0    41.9512
0    42.5018
0    41.5929
0    42.6932
-1    41.6828
-1    42.5263
0    42.7808
-1    41.8108
0    42.6903
0    41.8285
0    42.8271
0    42.2986
0    42.8728
0    42.9827
0    42.6345
0     42.105
0    42.9756
0    42.6943
-1    42.0068
0      42.32
0     42.786
0    42.7466
0    42.2991
0    42.4226
0    42.3362
0     42.645
0    42.6564
0    42.6173
0    42.3501
0    41.8278
0    42.9701
-1    42.4781
0    41.9271
0    42.1641
0    42.4047
-1    42.3086
-1    42.7446
-1    42.3201
0    42.6039
0    42.8911
0    42.2884
-1    42.5115
-1    42.7886
0    42.4499
0    42.0523
-1     42.337
0    41.5204
0    42.4333
0    42.7537
-1    42.4635
0    42.6334
0    42.3061
0    42.4097
0    42.1609
0    43.0525
-1    41.7783
-1    41.4984
0    42.4398
0    42.3435
0    42.7349
0    42.8523
-1    41.5962
0    42.1027
-1    42.5225
0    43.0068
-1    43.1108
0    42.6731
0    42.3077
0    40.8348
0    40.9927
0    42.2192
0    42.6886
0    42.4136
0    42.9836
0    42.4385
0     42.641
0    43.1198
0    42.3444
0    42.1312
0    42.5699
0    42.3292
0    42.9808
0    42.5455
0    43.0713
0    43.0943
0    42.6456
0     41.717
0    41.7176
0    42.7975
0    41.8801
0    42.2432
-1    42.0844
0    42.3819
-1    42.1637
0    42.0406
-1    41.9432
-1    41.5229
0    42.0383
-1    42.3114
0    42.4096
-1    41.8799
0    42.5655
0    42.9436
-1    42.3087
0    42.2114
0    43.1307
0    42.7253
-1    42.1315
-1    42.4072
0    42.9032
0    42.0473
0    42.7888
0    42.6795
-1    42.2112
0    42.3763
0    42.7525
0    43.0596
0    41.0471
0    42.2675
-1     42.072
0    43.1546
0    42.0067
0    42.5853
0    42.0769
0    42.5575
0    42.2931
0    42.4555
0    43.1258
0     42.072
0    42.5252
0    42.3453
0    42.5566
0    42.5827
0    41.3004
0    41.9792
0    42.2577
0     42.464
0    42.3698
0    41.4769
0    41.3669
0    42.2043
0    41.4961
0    42.1084
0    41.9838
0    42.4765
0     42.969
0    42.2921
0    42.9755
0    41.7465
0    42.8071
0    43.1711
0    42.6696
0     42.507
-1     42.212
-1    42.0452
0    40.6529
0    42.3462
0    41.7454
0    42.2634
0    42.8303
0    43.0696
0    42.3013
0    42.8646
0    43.0958
0    42.6116
0    43.4587
0    42.3645
0    42.6123
0    42.4723
0    42.4933
0    42.4665
0    41.7702
0    41.8872
0    43.3641
0    42.8844
0    42.6287
0    42.9676
0    42.7969
0    42.1123
0    42.9767
0    43.2606
-1    42.4716
0    43.1786
0    43.3459
-1    42.6924
0    41.9835
-1    42.6355
0    42.4879
0    42.5018
0    41.9294
0    42.5065
0     42.832
0    42.5996
0    42.8341
0    42.8411
0    42.1651
-1    42.2171
0    42.8799
-1    41.6385
