0 0    43.5353
0 0    43.4675
0 0     43.884
0 0    42.8685
0 -1    42.7364
0 0    42.1202
0 0    43.6773
0 0    43.8695
0 0    43.3735
0 0    42.3178
0 0    43.4468
0 -1    43.2441
0 0    43.1501
0 0    43.3967
0 0    43.1164
0 0    43.5851
0 0     43.526
0 0    44.0545
0 0    43.2573
0 0    43.3643
0 -1    42.0366
0 -1    42.3648
0 -1    43.4564
0 0    44.5688
0 0    42.9618
0 0    43.7919
0 0     43.558
0 0    43.0969
0 0    44.0857
0 0    43.3267
0 0    43.5016
0 0    43.4541
0 0    43.8029
0 0    44.1697
0 0    43.5126
0 0    43.4923
0 0    42.8453
0 0    43.8612
0 0    43.1323
0 0    42.7692
0 -1    42.3223
0 0    43.3041
0 0    43.4618
0 0    43.0528
0 0    43.4094
0 0    43.5215
0 0    42.7147
0 0    43.9252
0 0    43.3439
0 0    44.2324
0 0    44.1837
0 0     43.327
0 0    43.5789
0 0    44.0772
0 0    42.9308
0 0    43.4655
0 0    43.5389
0 0    43.2881
0 0    43.5886
0 0    44.0802
0 0    43.5953
0 0    44.0753
0 0    44.0212
0 0    43.8462
0 0    44.3364
0 0    43.2464
0 0    43.6509
0 0    42.9952
0 0    43.9801
0 0    43.5612
0 0    43.9059
0 0     44.015
0 0    43.6365
0 0    42.8097
0 0    42.9957
0 0    43.4168
0 0    43.9175
0 -1    43.3097
0 0    42.3525
0 0    43.1214
0 0    43.8998
0 0    43.4368
0 0    43.3919
0 0    42.8392
0 0    43.6503
0 0    43.1329
0 0    44.0262
0 0    44.0324
0 0    43.7794
0 0    43.0929
0 0    42.7058
0 0    43.6749
0 0    42.9279
0 0    43.8925
0 0    43.1869
0 0    43.3039
0 -1    42.2319
0 0    43.6331
0 0    44.2689
0 -1     42.471
0 0    44.2465
0 0    43.5711
0 0     43.445
0 0    43.5545
0 0    44.5819
0 0    43.4515
0 0    44.1663
0 0    43.8357
0 0    43.8372
0 0    44.3248
0 0    43.7728
0 0    43.4066
0 0    44.1295
0 0    44.3048
0 0    44.0518
0 0    43.1994
0 0     43.587
0 0    43.1473
0 0    43.3658
0 0    43.3031
0 0    42.6477
0 0    42.2512
0 0    43.3507
0 0    43.8441
0 0    43.4724
0 0    42.8527
0 0    43.5251
0 0     43.104
0 0    43.2548
0 0    43.4855
0 0     42.544
0 0    44.8989
0 0    44.0585
0 0    43.8302
0 0    44.3852
0 -1     42.652
0 0    43.2009
0 -1    43.1237
0 0    43.1218
0 0    42.5117
0 0    43.7489
0 0    43.3613
0 0    43.0181
0 0    41.6246
0 -1    42.8136
0 0    43.6288
0 0    43.3269
0 0    42.6666
0 0     43.001
1 0     42.604
1 0     43.403
1 0     44.049
1 0    43.7197
1 0    43.4405
1 0    44.0696
1 0    43.1736
1 0    43.3386
1 0    43.2894
1 0    43.6406
1 0    43.9772
1 0    44.2879
1 0    43.2958
1 -1    43.0581
1 0    43.8281
1 0      43.83
1 -1     42.858
1 0    42.9548
1 0    43.3894
1 0    43.1061
1 -1    42.8704
1 0    43.5336
1 0    43.2537
1 0    43.4192
1 0    42.5743
1 0    43.0406
1 0    42.6624
1 0    43.8281
1 0     44.391
1 0    42.5198
1 0    43.7417
1 0    43.8387
1 0    43.2777
1 0    43.3452
1 0    43.4689
1 -1    43.0887
1 0     43.349
1 0    43.0645
1 0     43.195
1 0    43.9863
1 0    44.2371
1 0    43.9617
1 0    43.2647
1 0    43.6281
1 0    43.3563
1 0    42.9863
1 0    42.7969
1 0    42.9844
1 0     43.525
1 0    43.5113
1 0    44.0137
1 0    42.8493
1 0    44.3914
1 0    43.1618
1 0    42.9658
1 0    43.8926
1 0    43.5685
1 0    44.1117
1 0    43.5991
1 0    43.6948
1 0    42.6844
1 0    44.1245
1 0    43.2142
1 0     43.722
1 0     43.334
1 0    43.7136
1 0    43.9881
1 0    44.4791
1 0    43.6992
1 0    43.0807
1 0    44.1765
1 0    43.0287
1 0    43.8377
1 -1     42.323
1 0    43.3317
1 0    43.7115
1 0    43.3116
1 0    44.0149
1 0    42.4476
1 0    42.9611
1 0    44.1302
1 0    43.0003
1 0    43.4405
1 0     44.321
1 0    43.7571
1 0    43.9244
1 0    44.2566
1 0    43.7828
1 0    43.6936
1 0    42.7982
1 0    43.1688
1 0    43.9878
1 0    43.4229
1 0    43.4807
1 0    43.6862
1 0    43.7396
1 0    43.2463
1 0    43.1488
1 0    43.4037
1 0    42.7601
1 0     42.219
1 0    43.3512
1 0    43.5676
1 0    43.0519
1 0    44.3459
1 0    43.5251
1 0    42.7267
1 0    43.6862
1 0    43.2131
1 0    44.3319
1 0    43.1593
1 0    43.9042
1 0    43.4158
1 0    43.2962
1 0    43.2557
1 0    42.3054
1 0    43.4279
1 0    43.2335
1 0     43.769
1 0    43.3008
1 0    41.9878
1 0     43.046
1 0    43.5273
1 0    44.0263
1 0    43.5104
1 0    43.2449
1 0    42.0043
1 0    43.0072
1 0    43.2919
1 0    44.1749
1 0    44.0444
1 0    43.4894
1 0    43.6954
1 0    44.3986
1 0     43.869
1 0    45.1936
1 0     43.227
1 0    44.2488
1 0    43.6257
1 0    43.8644
1 0    44.0836
1 0    44.4021
1 0    42.9652
1 0    43.5135
1 0    43.3831
1 0    43.6596
1 0    43.4458
1 0    43.8922
1 0    44.0296
1 0    44.2956
1 0    43.6309
1 0    43.9007
1 0    43.7018
1 0    43.5216
1 0     43.133
1 0    44.5471
1 0     42.939
