0 0    43.1048
0 0    43.4545
0 0    43.6688
0 -1    42.9295
0 -1    42.6102
0 0    41.9531
0 0    43.0859
0 0    43.7136
0 -1    43.0493
0 -1    42.2966
0 -1    42.9966
0 -1     43.037
0 -1    43.7291
0 -1    42.8935
0 -1    43.1245
0 0    43.2082
0 0    43.2035
0 0    43.8084
0 0    42.8117
0 0    43.1814
0 -1    41.6959
0 -1    42.4979
0 -1    43.0924
0 0      44.14
0 -1    42.7523
0 0     43.441
0 0      43.34
0 0    43.1707
0 0    43.6218
0 0     42.839
0 0    43.3027
0 0    43.3584
0 0    43.7444
0 0    43.8533
0 -1    42.0367
0 0    43.4576
0 -1    42.5017
0 0    43.7368
0 -1    43.1151
0 -1    42.5203
0 -1    42.1237
0 -1    43.0812
0 0    43.0467
0 0    42.9563
0 0    43.0429
0 -1    43.2513
0 -1    42.9294
0 0    43.8961
0 -1    43.0015
0 0    44.1743
0 0    43.8554
0 0    43.0979
0 0    43.5849
0 0     43.628
0 0    42.8129
0 0     43.326
0 0     43.636
0 0    43.2854
0 0    43.7267
0 0    43.7834
0 0    43.1721
0 0    43.7763
0 0      43.49
0 0    43.6632
0 0    44.1884
0 -1    43.1686
0 0    43.0235
0 0    42.8032
0 0    43.4459
0 0    42.9935
0 0    43.4437
0 0    43.5842
0 0    43.2029
0 -1    42.7946
0 -1    42.5574
0 0    43.2554
0 0     43.876
0 -1    42.9632
0 0    42.2337
0 0    43.1946
0 0    43.8991
0 0    43.4528
0 0     43.324
0 0    42.2812
0 0    43.3835
0 0    43.2575
0 0    44.0271
0 0    43.7919
0 0    43.8624
0 0    42.9608
0 0    42.6397
0 0    43.7266
0 0     42.745
0 0    43.5179
0 0    42.6399
0 0    42.6323
0 -1    41.9192
0 0    43.2758
0 0    43.6597
0 -1    42.5232
0 0    43.8011
0 0    43.7492
0 0    43.2122
0 0    43.1512
0 0    44.2516
0 0    42.9705
0 0    44.0768
0 0    43.3158
0 0    43.6972
0 0    43.8637
0 0    43.0228
0 0    43.4404
0 0    43.8408
0 0    44.1462
0 0    43.7412
0 0    43.2851
0 0    43.5313
0 0    42.6098
0 0    43.1754
0 0    43.4053
0 0    42.4075
0 0    42.2642
0 0    42.9692
0 0    43.8683
0 0    43.3389
0 0    42.6544
0 0    43.2711
0 -1    42.9839
0 0     43.365
0 0    43.4564
0 0    42.5758
0 0     44.482
0 0    43.9969
0 0    43.7964
0 0    44.1844
0 -1    42.3291
0 0    43.2128
0 -1    42.5143
0 -1    43.1462
0 -1    41.6549
0 0    43.7258
0 0    43.4189
0 0    42.9508
0 -1    41.1876
0 -1    42.6769
0 0    43.4098
0 0    43.2363
0 -1    41.7763
0 0    43.4324
1 0    42.2633
1 -1    42.8559
1 0    43.8535
1 0    43.4365
1 0    43.2216
1 0    43.6518
1 0     43.109
1 0    42.8798
1 -1    42.7132
1 0    42.9683
1 -1    43.4166
1 0    44.2591
1 -1    43.1101
1 -1    42.9014
1 0    43.5373
1 0    43.7153
1 -1    42.4386
1 -1    42.9639
1 0    42.7737
1 0    42.9966
1 -1     42.728
1 0    43.3012
1 0    43.0294
1 0    43.3225
1 -1    42.6669
1 0    43.1306
1 0    42.7262
1 0    43.8122
1 0    43.9577
1 0    42.5755
1 0    43.4062
1 0    43.4898
1 0    43.3834
1 0    42.9811
1 0    42.6127
1 -1    43.2242
1 0    43.3377
1 0    43.5207
1 0    43.6909
1 0    43.9298
1 0    44.2044
1 0    43.7927
1 -1    42.9813
1 0    43.7003
1 0    43.2427
1 0    42.6884
1 0    42.2031
1 0    43.1317
1 0    43.5598
1 0    43.5148
1 0    43.9279
1 0    43.3867
1 0    44.1827
1 0    43.5656
1 -1    42.5789
1 0    43.5312
1 0    43.3944
1 0    43.6393
1 0     43.375
1 0    43.5292
1 0    42.6763
1 0    43.7486
1 0    43.0574
1 0    43.2897
1 0    43.1177
1 0     43.684
1 0    43.6799
1 0    44.0727
1 0    43.5731
1 0    43.1624
1 0    43.6776
1 0    43.1368
1 0    43.8854
1 0    42.4044
1 0     43.253
1 0    43.4204
1 0     43.537
1 0    43.7276
1 -1    42.4712
1 0    42.8077
1 0    43.6008
1 0    42.1572
1 0    43.2461
1 0    44.0016
1 0    43.4121
1 0    43.9428
1 0    43.9298
1 0    43.4132
1 0    43.7259
1 0    43.0011
1 0    43.2589
1 0    43.9703
1 0    42.8459
1 0    43.0945
1 0    43.4105
1 0    43.2896
1 0    42.9776
1 0    42.7389
1 0    43.5264
1 -1    42.5321
1 0    41.8301
1 0    43.1857
1 0    43.0761
1 0    42.5661
1 0    44.1999
1 0    43.1733
1 0     42.684
1 0     43.435
1 0    43.3698
1 0    44.1669
1 0    42.9771
1 0    43.5248
1 0    43.3959
1 0    43.3562
1 0    43.0529
1 0    42.3752
1 0     43.302
1 0     43.072
1 0    43.4372
1 0    43.4995
1 0    42.2415
1 0    43.1716
1 0    43.5868
1 0    43.8279
1 0    43.5534
1 0    43.0507
1 0    41.6351
1 0    43.1977
1 0    42.8438
1 0    43.8757
1 0     44.021
1 0    43.2783
1 0    43.7495
1 0    44.1671
1 0    43.6597
1 0    44.7154
1 0    43.2324
1 0    43.8193
1 0    43.5161
1 0    43.7635
1 0    43.7838
1 0    44.0493
1 0    42.6046
1 0    43.5366
1 -1     42.912
1 0    43.4837
1 0    43.3307
1 0    43.5581
1 0    43.9177
1 0    43.7116
1 0    43.5263
1 0    43.5397
1 0    43.5716
1 0    43.6538
1 0     43.143
1 0    44.1315
1 -1    43.0206
