           ******* TWO SAMPLE TEST ******
    
        TITLE : L500 Seyferts                                                                   
    
        DATA SET : two_sampl
        VARIABLE : L500     
        TESTED GROUPS ARE Sy 1      AND Sy 2     
     
      # OF DATA POINTS : 306, # OF UPPER LIMITS : 166
      # OF DATA POINTS IN GROUP I  : 149
      # OF DATA POINTS IN GROUP II : 157
     
 DISTINCT FAILURES         R(I)            M(I)        M(I)/R(I)         H(I)
              42.057         -0.239
              42.053         -0.239
              42.053          0.517
              42.052          0.508
              42.052         -0.248
              42.051          0.499
              42.050         -0.253
              42.050         -0.253
              42.048         -0.253
              42.041          0.489
              42.037          0.480
              42.034          0.470
              42.034          0.461
              42.032          0.451
              42.025          0.441
              42.025         -0.282
              42.023          0.432
              42.020          0.422
              42.014         -0.291
              42.012         -0.291
              42.005          0.412
              42.003         -0.296
              42.002         -0.296
              42.001         -0.296
              42.001         -0.296
              41.983          0.403
              41.981         -0.301
              41.976          0.392
              41.969         -0.306
              41.966          0.382
              41.961         -0.311
              41.957          0.372
              41.953          0.362
              41.951          0.351
              41.943         -0.327
              41.939          0.341
              41.938          0.331
              41.930         -0.337
              41.927         -0.337
              41.903         -0.337
              41.901         -0.337
              41.901          0.320
              41.897          0.310
              41.896         -0.348
              41.895          0.299
              41.891          0.288
              41.890         -0.359
              41.880         -0.359
              41.876         -0.359
              41.874          0.277
              41.869         -0.364
              41.866         -0.364
              41.866         -0.364
              41.862         -0.364
              41.862          0.266
              41.857         -0.370
              41.856          0.254
              41.853          0.243
              41.852         -0.381
              41.852         -0.381
              41.846         -0.381
              41.844         -0.381
              41.843         -0.381
              41.840         -0.381
              41.836         -0.381
              41.834          0.231
              41.832          0.218
              41.832          0.206
              41.831          0.194
              41.830          0.181
              41.828          0.169
              41.823         -0.419
              41.822         -0.419
              41.805          0.156
              41.802         -0.425
              41.798         -0.425
              41.795         -0.425
              41.791          0.144
              41.787         -0.431
              41.785         -0.431
              41.762         -0.431
              41.747         -0.431
              41.745         -0.431
              41.742          0.130
              41.735          0.116
              41.734          0.102
              41.721         -0.452
              41.720          0.088
              41.714          0.074
              41.712         -0.466
              41.709         -0.466
              41.688         -0.466
              41.685          0.060
              41.684         -0.474
              41.676         -0.474
              41.672          0.038
              41.672          0.038
              41.668         -0.489
              41.666         -0.489
              41.661          0.015
              41.661         -0.001
              41.658         -0.016
              41.648         -0.032
              41.648         -0.520
              41.637         -0.047
              41.634         -0.528
              41.631         -0.063
              41.616         -0.536
              41.601         -0.536
              41.596         -0.079
              41.594         -0.096
              41.590         -0.113
              41.570         -0.129
              41.570         -0.569
              41.566         -0.569
              41.557         -0.146
              41.556         -0.577
              41.555         -0.577
              41.553         -0.577
              41.551         -0.577
              41.541         -0.577
              41.539         -0.577
              41.507         -0.164
              41.498         -0.184
              41.487         -0.597
              41.480         -0.204
              41.480         -0.224
              41.479         -0.617
              41.475         -0.245
              41.461         -0.265
              41.457         -0.286
              41.451         -0.307
              41.435         -0.659
              41.424         -0.659
              41.404         -0.328
              41.368         -0.350
              41.346         -0.681
              41.340         -0.681
              41.333         -0.681
              41.327         -0.373
              41.322         -0.693
              41.319         -0.693
              41.304         -0.399
              41.275         -0.706
              41.245         -0.706
              41.220         -0.706
              41.211         -0.428
              41.206         -0.459
              41.197         -0.490
              41.190         -0.753
              41.171         -0.753
              41.129         -0.523
              41.096         -0.558
              41.079         -0.788
              41.024         -0.788
              41.014         -0.788
              40.937         -0.599
              40.925         -0.647
              40.800         -0.835
              40.794         -0.835
              40.775         -0.835
              40.752         -0.835
              40.746         -0.725
              40.635         -0.890
              40.314         -0.890
          TEST STATISTIC        =       1.671
          PROBABILITY           =       0.0946

     
        PETO & PRENTICE GENERALIZED WILCOXON TEST
     
          WW  =           7.173
          VAR =          18.112
     
             

               T(I)         SCORE(I)
              43.461          0.000
              43.257          0.987
              43.104          0.000
              42.824          0.974
              42.777          0.000
              42.761          0.000
              42.728          0.000
              42.633          0.000
              42.611          0.882
              42.578          0.000
              42.568          0.928
              42.537          0.921
              42.532          0.000
              42.523          0.908
              42.519          0.901
              42.510          0.000
              42.509          0.888
              42.493          0.000
              42.471          0.875
              42.470          0.000
              42.458          0.861
              42.447          0.855
              42.441          0.000
              42.435          0.524
              42.386          0.000
              42.363          0.741
              42.358          0.000
              42.352          0.000
              42.347          0.710
              42.322          0.000
              42.319          0.793
              42.316         -0.107
              42.311          0.779
              42.303          0.000
              42.299          0.764
              42.298          0.000
              42.294         -0.250
              42.282          0.743
              42.268          0.736
              42.267          0.728
              42.266          0.163
              42.247          0.000
              42.247          0.559
              42.238          0.698
              42.235          0.691
              42.228          0.000
              42.228          0.351
              42.217          0.501
              42.209         -0.170
              42.202          0.303
              42.181          0.644
              42.175         -0.365
              42.168          0.000
              42.158          0.619
              42.156          0.000
              42.152          0.602
              42.152          0.391
              42.147         -0.621
              42.137          0.577
              42.132          0.353
              42.105          0.340
              42.092          0.000
              42.075          0.542
              42.067         -0.233
              42.059         -0.476
              42.053          0.000
              42.052          0.505
              42.051         -0.008
              42.041          0.000
              42.037          0.477
              42.034          0.000
              42.034          0.000
              42.032          0.000
              42.025          0.158
              42.023          0.000
              42.020         -0.161
              42.005          0.115
              41.983          0.000
              41.976          0.390
              41.966          0.380
              41.957          0.369
              41.953          0.359
              41.951          0.024
              41.939          0.339
              41.938         -0.672
              41.901          0.318
              41.897          0.307
              41.895          0.296
              41.891         -0.428
              41.874         -0.088
              41.862          0.263
              41.856          0.252
              41.853         -0.760
              41.834          0.000
              41.832          0.216
              41.832          0.204
              41.831          0.191
              41.830          0.179
              41.828          0.000
              41.805         -0.423
              41.791         -1.576
              41.742          0.127
              41.735          0.114
              41.734         -0.350
              41.720          0.086
              41.714         -0.856
              41.685         -0.414
              41.672          0.071
              41.661          0.012
              41.661         -0.003
              41.658         -0.018
              41.648         -0.000
              41.637         -0.049
              41.631         -1.130
              41.596         -0.081
              41.594         -0.000
              41.590         -0.114
              41.570         -0.131
              41.557         -1.869
              41.507         -0.000
              41.498         -0.780
              41.480         -0.000
              41.480         -0.226
              41.475         -0.246
              41.461         -0.000
              41.457         -0.287
              41.451         -0.000
              41.404         -0.000
              41.368         -1.026
              41.327         -0.687
              41.304         -1.101
              41.211         -0.431
              41.206         -0.000
              41.197         -1.982
              41.129         -0.525
              41.096         -0.559
              40.937         -0.000
              40.925         -1.470
              40.746         -1.735
          TEST STATISTIC        =       1.686
          PROBABILITY           =       0.0919

    
    
        KAPLAN-MEIER ESTIMATOR
    
    
        DATA FILE : two_sampl
    
        VARIABLE : Sy 1     
    
    
        # OF DATA POINTS : 149 # OF UPPER LIMITS :  96
    
    
          VARIABLE RANGE      KM ESTIMATOR   ERROR
FROM    0.000   TO   40.746       1.000
FROM   40.746   TO   40.937       0.706       0.089
       40.775 C 
       40.794 C 
       40.800 C 
FROM   40.937   TO   41.206       0.633       0.076
       41.014 C 
       41.024 C 
       41.079 C 
FROM   41.206   TO   41.327       0.587       0.070
       41.245 C 
       41.275 C 
       41.319 C 
FROM   41.327   TO   41.404       0.552       0.067
       41.333 C 
       41.340 C 
FROM   41.404   TO   41.451       0.523       0.065
       41.424 C 
       41.435 C 
FROM   41.451   TO   41.461       0.496       0.063
FROM   41.461   TO   41.480       0.470       0.060
       41.479 C 
FROM   41.480   TO   41.507       0.444       0.057
FROM   41.507   TO   41.594       0.419       0.054
       41.539 C 
       41.541 C 
       41.555 C 
       41.566 C 
       41.570 C 
FROM   41.594   TO   41.648       0.398       0.052
       41.634 C 
       41.648 C 
FROM   41.648   TO   41.805       0.379       0.050
       41.666 C 
       41.668 C 
       41.684 C 
       41.709 C 
       41.787 C 
       41.798 C 
       41.802 C 
FROM   41.805   TO   41.828       0.363       0.048
       41.822 C 
       41.823 C 
FROM   41.828   TO   41.834       0.348       0.047
FROM   41.834   TO   41.853       0.333       0.046
       41.836 C 
       41.840 C 
       41.843 C 
       41.852 C 
       41.852 C 
FROM   41.853   TO   41.938       0.319       0.044
       41.857 C 
       41.862 C 
       41.866 C 
       41.869 C 
       41.876 C 
       41.896 C 
       41.903 C 
       41.927 C 
FROM   41.938   TO   41.983       0.307       0.044
       41.961 C 
       41.969 C 
       41.981 C 
FROM   41.983   TO   42.023       0.296       0.043
       42.001 C 
       42.001 C 
       42.003 C 
FROM   42.023   TO   42.032       0.285       0.042
FROM   42.032   TO   42.034       0.275       0.041
FROM   42.034   TO   42.034       0.264       0.041
FROM   42.034   TO   42.041       0.253       0.040
FROM   42.041   TO   42.053       0.243       0.039
       42.050 C 
       42.052 C 
FROM   42.053   TO   42.059       0.232       0.038
FROM   42.059   TO   42.067       0.222       0.037
       42.066 C 
FROM   42.067   TO   42.092       0.212       0.036
       42.076 C 
       42.081 C 
       42.082 C 
       42.085 C 
FROM   42.092   TO   42.147       0.202       0.035
       42.097 C 
       42.102 C 
       42.104 C 
       42.105 C 
       42.111 C 
       42.136 C 
       42.143 C 
FROM   42.147   TO   42.156       0.193       0.034
FROM   42.156   TO   42.168       0.184       0.034
FROM   42.168   TO   42.175       0.175       0.033
FROM   42.175   TO   42.209       0.166       0.032
       42.175 C 
       42.182 C 
       42.190 C 
       42.190 C 
FROM   42.209   TO   42.228       0.157       0.031
       42.219 C 
       42.221 C 
       42.228 C 
FROM   42.228   TO   42.247       0.149       0.030
       42.229 C 
       42.232 C 
       42.241 C 
       42.243 C 
       42.245 C 
       42.245 C 
FROM   42.247   TO   42.294       0.141       0.029
       42.267 C 
       42.270 C 
       42.290 C 
       42.294 C 
FROM   42.294   TO   42.298       0.134       0.029
FROM   42.298   TO   42.303       0.126       0.028
       42.299 C 
       42.302 C 
FROM   42.303   TO   42.316       0.119       0.027
       42.309 C 
FROM   42.316   TO   42.322       0.111       0.026
FROM   42.322   TO   42.352       0.104       0.025
       42.322 C 
       42.335 C 
       42.336 C 
FROM   42.352   TO   42.358       0.097       0.025
       42.356 C 
FROM   42.358   TO   42.386       0.089       0.024
       42.376 C 
FROM   42.386   TO   42.441       0.082       0.023
       42.411 C 
       42.422 C 
       42.429 C 
FROM   42.441   TO   42.470       0.075       0.022
FROM   42.470   TO   42.493       0.068       0.021
       42.486 C 
FROM   42.493   TO   42.510       0.061       0.020
FROM   42.510   TO   42.532       0.055       0.019
FROM   42.532   TO   42.578       0.048       0.018
       42.554 C 
FROM   42.578   TO   42.633       0.041       0.016
FROM   42.633   TO   42.728       0.034       0.015
FROM   42.728   TO   42.761       0.027       0.013
FROM   42.761   TO   42.777       0.020       0.012
       42.762 C 
FROM   42.777   TO   43.104       0.013       0.009
       42.934 C 
FROM   43.104   TO   43.461       0.007       0.007
       43.333 C 
FROM   43.461   ONWARDS           0.000       0.000
    
        PERCENTILES    
         75 TH     50 TH     25 TH
         34.670    41.444    42.037
    
        MEAN=    41.489 +/- 0.072
 
    
    
        KAPLAN-MEIER ESTIMATOR
    
    
        DATA FILE : two_sampl
    
        VARIABLE : Sy 2     
    
    
        # OF DATA POINTS : 157 # OF UPPER LIMITS :  70
    
    
          VARIABLE RANGE      KM ESTIMATOR   ERROR
FROM    0.000   TO   40.314       1.000
FROM   40.314   TO   40.925       0.915       0.042
       40.635 C 
       40.752 C 
FROM   40.925   TO   41.096       0.887       0.045
FROM   41.096   TO   41.129       0.858       0.047
FROM   41.129   TO   41.197       0.830       0.047
       41.171 C 
       41.190 C 
FROM   41.197   TO   41.211       0.809       0.048
FROM   41.211   TO   41.304       0.787       0.048
       41.220 C 
FROM   41.304   TO   41.368       0.768       0.048
       41.322 C 
       41.346 C 
FROM   41.368   TO   41.457       0.751       0.049
FROM   41.457   TO   41.475       0.735       0.049
FROM   41.475   TO   41.480       0.718       0.049
FROM   41.480   TO   41.498       0.702       0.049
       41.487 C 
FROM   41.498   TO   41.557       0.686       0.049
       41.551 C 
       41.553 C 
       41.556 C 
FROM   41.557   TO   41.570       0.672       0.049
FROM   41.570   TO   41.590       0.659       0.049
FROM   41.590   TO   41.596       0.645       0.049
FROM   41.596   TO   41.631       0.631       0.049
       41.601 C 
       41.616 C 
FROM   41.631   TO   41.637       0.619       0.049
FROM   41.637   TO   41.658       0.606       0.049
FROM   41.658   TO   41.661       0.593       0.049
FROM   41.661   TO   41.661       0.580       0.049
FROM   41.661   TO   41.672       0.568       0.049
FROM   41.672   TO   41.685       0.542       0.048
       41.676 C 
FROM   41.685   TO   41.714       0.530       0.048
       41.688 C 
       41.712 C 
FROM   41.714   TO   41.720       0.518       0.048
FROM   41.720   TO   41.734       0.506       0.048
       41.721 C 
FROM   41.734   TO   41.735       0.495       0.047
FROM   41.735   TO   41.742       0.483       0.047
FROM   41.742   TO   41.791       0.472       0.047
       41.745 C 
       41.747 C 
       41.762 C 
       41.785 C 
FROM   41.791   TO   41.830       0.461       0.046
       41.795 C 
FROM   41.830   TO   41.831       0.451       0.046
FROM   41.831   TO   41.832       0.441       0.046
FROM   41.832   TO   41.832       0.430       0.045
FROM   41.832   TO   41.856       0.420       0.045
       41.844 C 
       41.846 C 
FROM   41.856   TO   41.862       0.410       0.045
FROM   41.862   TO   41.874       0.400       0.044
       41.866 C 
FROM   41.874   TO   41.891       0.390       0.044
       41.880 C 
       41.890 C 
FROM   41.891   TO   41.895       0.381       0.044
FROM   41.895   TO   41.897       0.371       0.043
FROM   41.897   TO   41.901       0.362       0.043
FROM   41.901   TO   41.939       0.352       0.042
       41.901 C 
       41.930 C 
FROM   41.939   TO   41.951       0.343       0.042
       41.943 C 
FROM   41.951   TO   41.953       0.334       0.042
FROM   41.953   TO   41.957       0.324       0.041
FROM   41.957   TO   41.966       0.315       0.041
FROM   41.966   TO   41.976       0.306       0.040
FROM   41.976   TO   42.005       0.297       0.040
       42.002 C 
FROM   42.005   TO   42.020       0.288       0.039
       42.012 C 
       42.014 C 
FROM   42.020   TO   42.025       0.279       0.039
       42.025 C 
FROM   42.025   TO   42.037       0.271       0.038
FROM   42.037   TO   42.051       0.262       0.037
       42.048 C 
       42.050 C 
FROM   42.051   TO   42.052       0.253       0.037
FROM   42.052   TO   42.075       0.245       0.036
       42.053 C 
       42.057 C 
       42.060 C 
FROM   42.075   TO   42.105       0.237       0.036
       42.099 C 
FROM   42.105   TO   42.132       0.229       0.035
       42.108 C 
FROM   42.132   TO   42.137       0.221       0.035
FROM   42.137   TO   42.152       0.213       0.034
       42.138 C 
       42.144 C 
       42.145 C 
       42.152 C 
FROM   42.152   TO   42.152       0.205       0.034
FROM   42.152   TO   42.158       0.197       0.033
FROM   42.158   TO   42.181       0.189       0.032
       42.172 C 
       42.173 C 
FROM   42.181   TO   42.202       0.182       0.032
       42.187 C 
       42.199 C 
FROM   42.202   TO   42.217       0.174       0.031
       42.205 C 
       42.214 C 
FROM   42.217   TO   42.228       0.167       0.031
       42.221 C 
       42.221 C 
FROM   42.228   TO   42.235       0.160       0.030
FROM   42.235   TO   42.238       0.153       0.029
FROM   42.238   TO   42.247       0.146       0.029
       42.238 C 
FROM   42.247   TO   42.266       0.138       0.028
       42.254 C 
       42.258 C 
       42.259 C 
       42.264 C 
FROM   42.266   TO   42.267       0.132       0.027
FROM   42.267   TO   42.268       0.125       0.027
FROM   42.268   TO   42.282       0.118       0.026
FROM   42.282   TO   42.299       0.111       0.025
       42.282 C 
       42.289 C 
FROM   42.299   TO   42.311       0.104       0.025
FROM   42.311   TO   42.319       0.097       0.024
       42.314 C 
FROM   42.319   TO   42.347       0.091       0.023
       42.346 C 
FROM   42.347   TO   42.363       0.084       0.022
       42.361 C 
FROM   42.363   TO   42.435       0.077       0.021
       42.397 C 
       42.400 C 
       42.412 C 
       42.417 C 
FROM   42.435   TO   42.447       0.071       0.021
FROM   42.447   TO   42.458       0.064       0.020
FROM   42.458   TO   42.471       0.058       0.019
FROM   42.471   TO   42.509       0.051       0.018
FROM   42.509   TO   42.519       0.045       0.017
FROM   42.519   TO   42.523       0.038       0.015
FROM   42.523   TO   42.537       0.032       0.014
FROM   42.537   TO   42.568       0.026       0.013
FROM   42.568   TO   42.611       0.019       0.011
       42.601 C 
       42.606 C 
FROM   42.611   TO   42.824       0.013       0.009
FROM   42.824   TO   43.257       0.006       0.006
FROM   43.257   ONWARDS          -0.000       0.000
          WARNING:  THE FIRST POINT WAS CHANGED TO A DETECTION
                    FOR THE K-M COMPUTATION
    
        PERCENTILES    
         75 TH     50 TH     25 TH
         41.375    41.728    42.052
    
        MEAN=    41.675 +/- 0.062   LIMITED TO     40.314

          SINCE A CENSORED POINT WAS CHANGED TO A DETECTION,
          THE MEAN ESTIMATE IS BIASED.
 
